city,Tree Species,city_count,state,state_count
Adair,American basswood,9,Colorado,106
Adair,American basswood,9,Iowa,172
Adair,American basswood,9,Kansas,14
Adair,American basswood,9,Michigan,100
Adair,American basswood,9,New Mexico,1
Adair,American basswood,9,Ohio,508
Adair,American basswood,9,Virginia,1
Adair,American basswood,9,Wisconsin,2931
Adel,American basswood,6,Colorado,106
Adel,American basswood,6,Iowa,172
Adel,American basswood,6,Kansas,14
Adel,American basswood,6,Michigan,100
Adel,American basswood,6,New Mexico,1
Adel,American basswood,6,Ohio,508
Adel,American basswood,6,Virginia,1
Adel,American basswood,6,Wisconsin,2931
Albuquerque,American basswood,1,Colorado,106
Albuquerque,American basswood,1,Iowa,172
Albuquerque,American basswood,1,Kansas,14
Albuquerque,American basswood,1,Michigan,100
Albuquerque,American basswood,1,New Mexico,1
Albuquerque,American basswood,1,Ohio,508
Albuquerque,American basswood,1,Virginia,1
Albuquerque,American basswood,1,Wisconsin,2931
Bayard,American basswood,3,Colorado,106
Bayard,American basswood,3,Iowa,172
Bayard,American basswood,3,Kansas,14
Bayard,American basswood,3,Michigan,100
Bayard,American basswood,3,New Mexico,1
Bayard,American basswood,3,Ohio,508
Bayard,American basswood,3,Virginia,1
Bayard,American basswood,3,Wisconsin,2931
Carlisle,American basswood,15,Colorado,106
Carlisle,American basswood,15,Iowa,172
Carlisle,American basswood,15,Kansas,14
Carlisle,American basswood,15,Michigan,100
Carlisle,American basswood,15,New Mexico,1
Carlisle,American basswood,15,Ohio,508
Carlisle,American basswood,15,Virginia,1
Carlisle,American basswood,15,Wisconsin,2931
Colorado Springs,American basswood,106,Colorado,106
Colorado Springs,American basswood,106,Iowa,172
Colorado Springs,American basswood,106,Kansas,14
Colorado Springs,American basswood,106,Michigan,100
Colorado Springs,American basswood,106,New Mexico,1
Colorado Springs,American basswood,106,Ohio,508
Colorado Springs,American basswood,106,Virginia,1
Colorado Springs,American basswood,106,Wisconsin,2931
Columbus,American basswood,508,Colorado,106
Columbus,American basswood,508,Iowa,172
Columbus,American basswood,508,Kansas,14
Columbus,American basswood,508,Michigan,100
Columbus,American basswood,508,New Mexico,1
Columbus,American basswood,508,Ohio,508
Columbus,American basswood,508,Virginia,1
Columbus,American basswood,508,Wisconsin,2931
Coon Rapids,American basswood,13,Colorado,106
Coon Rapids,American basswood,13,Iowa,172
Coon Rapids,American basswood,13,Kansas,14
Coon Rapids,American basswood,13,Michigan,100
Coon Rapids,American basswood,13,New Mexico,1
Coon Rapids,American basswood,13,Ohio,508
Coon Rapids,American basswood,13,Virginia,1
Coon Rapids,American basswood,13,Wisconsin,2931
Dallas Center,American basswood,11,Colorado,106
Dallas Center,American basswood,11,Iowa,172
Dallas Center,American basswood,11,Kansas,14
Dallas Center,American basswood,11,Michigan,100
Dallas Center,American basswood,11,New Mexico,1
Dallas Center,American basswood,11,Ohio,508
Dallas Center,American basswood,11,Virginia,1
Dallas Center,American basswood,11,Wisconsin,2931
De Soto,American basswood,1,Colorado,106
De Soto,American basswood,1,Iowa,172
De Soto,American basswood,1,Kansas,14
De Soto,American basswood,1,Michigan,100
De Soto,American basswood,1,New Mexico,1
De Soto,American basswood,1,Ohio,508
De Soto,American basswood,1,Virginia,1
De Soto,American basswood,1,Wisconsin,2931
Detroit,American basswood,99,Colorado,106
Detroit,American basswood,99,Iowa,172
Detroit,American basswood,99,Kansas,14
Detroit,American basswood,99,Michigan,100
Detroit,American basswood,99,New Mexico,1
Detroit,American basswood,99,Ohio,508
Detroit,American basswood,99,Virginia,1
Detroit,American basswood,99,Wisconsin,2931
Dexter,American basswood,5,Colorado,106
Dexter,American basswood,5,Iowa,172
Dexter,American basswood,5,Kansas,14
Dexter,American basswood,5,Michigan,100
Dexter,American basswood,5,New Mexico,1
Dexter,American basswood,5,Ohio,508
Dexter,American basswood,5,Virginia,1
Dexter,American basswood,5,Wisconsin,2931
Earlham,American basswood,1,Colorado,106
Earlham,American basswood,1,Iowa,172
Earlham,American basswood,1,Kansas,14
Earlham,American basswood,1,Michigan,100
Earlham,American basswood,1,New Mexico,1
Earlham,American basswood,1,Ohio,508
Earlham,American basswood,1,Virginia,1
Earlham,American basswood,1,Wisconsin,2931
Elkhart,American basswood,2,Colorado,106
Elkhart,American basswood,2,Iowa,172
Elkhart,American basswood,2,Kansas,14
Elkhart,American basswood,2,Michigan,100
Elkhart,American basswood,2,New Mexico,1
Elkhart,American basswood,2,Ohio,508
Elkhart,American basswood,2,Virginia,1
Elkhart,American basswood,2,Wisconsin,2931
Grand Rapids,American basswood,1,Colorado,106
Grand Rapids,American basswood,1,Iowa,172
Grand Rapids,American basswood,1,Kansas,14
Grand Rapids,American basswood,1,Michigan,100
Grand Rapids,American basswood,1,New Mexico,1
Grand Rapids,American basswood,1,Ohio,508
Grand Rapids,American basswood,1,Virginia,1
Grand Rapids,American basswood,1,Wisconsin,2931
Granger,American basswood,1,Colorado,106
Granger,American basswood,1,Iowa,172
Granger,American basswood,1,Kansas,14
Granger,American basswood,1,Michigan,100
Granger,American basswood,1,New Mexico,1
Granger,American basswood,1,Ohio,508
Granger,American basswood,1,Virginia,1
Granger,American basswood,1,Wisconsin,2931
Guthrie Center,American basswood,2,Colorado,106
Guthrie Center,American basswood,2,Iowa,172
Guthrie Center,American basswood,2,Kansas,14
Guthrie Center,American basswood,2,Michigan,100
Guthrie Center,American basswood,2,New Mexico,1
Guthrie Center,American basswood,2,Ohio,508
Guthrie Center,American basswood,2,Virginia,1
Guthrie Center,American basswood,2,Wisconsin,2931
Madison,American basswood,2931,Colorado,106
Madison,American basswood,2931,Iowa,172
Madison,American basswood,2931,Kansas,14
Madison,American basswood,2931,Michigan,100
Madison,American basswood,2931,New Mexico,1
Madison,American basswood,2931,Ohio,508
Madison,American basswood,2931,Virginia,1
Madison,American basswood,2931,Wisconsin,2931
Milo,American basswood,3,Colorado,106
Milo,American basswood,3,Iowa,172
Milo,American basswood,3,Kansas,14
Milo,American basswood,3,Michigan,100
Milo,American basswood,3,New Mexico,1
Milo,American basswood,3,Ohio,508
Milo,American basswood,3,Virginia,1
Milo,American basswood,3,Wisconsin,2931
Monroe,American basswood,3,Colorado,106
Monroe,American basswood,3,Iowa,172
Monroe,American basswood,3,Kansas,14
Monroe,American basswood,3,Michigan,100
Monroe,American basswood,3,New Mexico,1
Monroe,American basswood,3,Ohio,508
Monroe,American basswood,3,Virginia,1
Monroe,American basswood,3,Wisconsin,2931
Newton,American basswood,21,Colorado,106
Newton,American basswood,21,Iowa,172
Newton,American basswood,21,Kansas,14
Newton,American basswood,21,Michigan,100
Newton,American basswood,21,New Mexico,1
Newton,American basswood,21,Ohio,508
Newton,American basswood,21,Virginia,1
Newton,American basswood,21,Wisconsin,2931
Overland Park,American basswood,14,Colorado,106
Overland Park,American basswood,14,Iowa,172
Overland Park,American basswood,14,Kansas,14
Overland Park,American basswood,14,Michigan,100
Overland Park,American basswood,14,New Mexico,1
Overland Park,American basswood,14,Ohio,508
Overland Park,American basswood,14,Virginia,1
Overland Park,American basswood,14,Wisconsin,2931
Panora,American basswood,5,Colorado,106
Panora,American basswood,5,Iowa,172
Panora,American basswood,5,Kansas,14
Panora,American basswood,5,Michigan,100
Panora,American basswood,5,New Mexico,1
Panora,American basswood,5,Ohio,508
Panora,American basswood,5,Virginia,1
Panora,American basswood,5,Wisconsin,2931
Pleasant Hill,American basswood,45,Colorado,106
Pleasant Hill,American basswood,45,Iowa,172
Pleasant Hill,American basswood,45,Kansas,14
Pleasant Hill,American basswood,45,Michigan,100
Pleasant Hill,American basswood,45,New Mexico,1
Pleasant Hill,American basswood,45,Ohio,508
Pleasant Hill,American basswood,45,Virginia,1
Pleasant Hill,American basswood,45,Wisconsin,2931
Prairie City,American basswood,7,Colorado,106
Prairie City,American basswood,7,Iowa,172
Prairie City,American basswood,7,Kansas,14
Prairie City,American basswood,7,Michigan,100
Prairie City,American basswood,7,New Mexico,1
Prairie City,American basswood,7,Ohio,508
Prairie City,American basswood,7,Virginia,1
Prairie City,American basswood,7,Wisconsin,2931
Richmond,American basswood,1,Colorado,106
Richmond,American basswood,1,Iowa,172
Richmond,American basswood,1,Kansas,14
Richmond,American basswood,1,Michigan,100
Richmond,American basswood,1,New Mexico,1
Richmond,American basswood,1,Ohio,508
Richmond,American basswood,1,Virginia,1
Richmond,American basswood,1,Wisconsin,2931
Stuart,American basswood,10,Colorado,106
Stuart,American basswood,10,Iowa,172
Stuart,American basswood,10,Kansas,14
Stuart,American basswood,10,Michigan,100
Stuart,American basswood,10,New Mexico,1
Stuart,American basswood,10,Ohio,508
Stuart,American basswood,10,Virginia,1
Stuart,American basswood,10,Wisconsin,2931
Sully,American basswood,6,Colorado,106
Sully,American basswood,6,Iowa,172
Sully,American basswood,6,Kansas,14
Sully,American basswood,6,Michigan,100
Sully,American basswood,6,New Mexico,1
Sully,American basswood,6,Ohio,508
Sully,American basswood,6,Virginia,1
Sully,American basswood,6,Wisconsin,2931
Union,American basswood,1,Colorado,106
Union,American basswood,1,Iowa,172
Union,American basswood,1,Kansas,14
Union,American basswood,1,Michigan,100
Union,American basswood,1,New Mexico,1
Union,American basswood,1,Ohio,508
Union,American basswood,1,Virginia,1
Union,American basswood,1,Wisconsin,2931
Woodward,American basswood,2,Colorado,106
Woodward,American basswood,2,Iowa,172
Woodward,American basswood,2,Kansas,14
Woodward,American basswood,2,Michigan,100
Woodward,American basswood,2,New Mexico,1
Woodward,American basswood,2,Ohio,508
Woodward,American basswood,2,Virginia,1
Woodward,American basswood,2,Wisconsin,2931
Adair,American elm,2,California,1149
Adair,American elm,2,Colorado,5565
Adair,American elm,2,District of Columbia,5795
Adair,American elm,2,Florida,62
Adair,American elm,2,Iowa,72
Adair,American elm,2,Kansas,181
Adair,American elm,2,Kentucky,461
Adair,American elm,2,Louisiana,1
Adair,American elm,2,Maryland,1588
Adair,American elm,2,Massachusetts,3
Adair,American elm,2,Michigan,129
Adair,American elm,2,Missouri,298
Adair,American elm,2,New Mexico,37
Adair,American elm,2,New York,8341
Adair,American elm,2,North Carolina,378
Adair,American elm,2,Ohio,273
Adair,American elm,2,Pennsylvania,799
Adair,American elm,2,Texas,2789
Adair,American elm,2,Virginia,4
Adair,American elm,2,Wisconsin,417
Adel,American elm,3,California,1149
Adel,American elm,3,Colorado,5565
Adel,American elm,3,District of Columbia,5795
Adel,American elm,3,Florida,62
Adel,American elm,3,Iowa,72
Adel,American elm,3,Kansas,181
Adel,American elm,3,Kentucky,461
Adel,American elm,3,Louisiana,1
Adel,American elm,3,Maryland,1588
Adel,American elm,3,Massachusetts,3
Adel,American elm,3,Michigan,129
Adel,American elm,3,Missouri,298
Adel,American elm,3,New Mexico,37
Adel,American elm,3,New York,8341
Adel,American elm,3,North Carolina,378
Adel,American elm,3,Ohio,273
Adel,American elm,3,Pennsylvania,799
Adel,American elm,3,Texas,2789
Adel,American elm,3,Virginia,4
Adel,American elm,3,Wisconsin,417
Albuquerque,American elm,37,California,1149
Albuquerque,American elm,37,Colorado,5565
Albuquerque,American elm,37,District of Columbia,5795
Albuquerque,American elm,37,Florida,62
Albuquerque,American elm,37,Iowa,72
Albuquerque,American elm,37,Kansas,181
Albuquerque,American elm,37,Kentucky,461
Albuquerque,American elm,37,Louisiana,1
Albuquerque,American elm,37,Maryland,1588
Albuquerque,American elm,37,Massachusetts,3
Albuquerque,American elm,37,Michigan,129
Albuquerque,American elm,37,Missouri,298
Albuquerque,American elm,37,New Mexico,37
Albuquerque,American elm,37,New York,8341
Albuquerque,American elm,37,North Carolina,378
Albuquerque,American elm,37,Ohio,273
Albuquerque,American elm,37,Pennsylvania,799
Albuquerque,American elm,37,Texas,2789
Albuquerque,American elm,37,Virginia,4
Albuquerque,American elm,37,Wisconsin,417
Anaheim,American elm,12,California,1149
Anaheim,American elm,12,Colorado,5565
Anaheim,American elm,12,District of Columbia,5795
Anaheim,American elm,12,Florida,62
Anaheim,American elm,12,Iowa,72
Anaheim,American elm,12,Kansas,181
Anaheim,American elm,12,Kentucky,461
Anaheim,American elm,12,Louisiana,1
Anaheim,American elm,12,Maryland,1588
Anaheim,American elm,12,Massachusetts,3
Anaheim,American elm,12,Michigan,129
Anaheim,American elm,12,Missouri,298
Anaheim,American elm,12,New Mexico,37
Anaheim,American elm,12,New York,8341
Anaheim,American elm,12,North Carolina,378
Anaheim,American elm,12,Ohio,273
Anaheim,American elm,12,Pennsylvania,799
Anaheim,American elm,12,Texas,2789
Anaheim,American elm,12,Virginia,4
Anaheim,American elm,12,Wisconsin,417
Aurora,American elm,611,California,1149
Aurora,American elm,611,Colorado,5565
Aurora,American elm,611,District of Columbia,5795
Aurora,American elm,611,Florida,62
Aurora,American elm,611,Iowa,72
Aurora,American elm,611,Kansas,181
Aurora,American elm,611,Kentucky,461
Aurora,American elm,611,Louisiana,1
Aurora,American elm,611,Maryland,1588
Aurora,American elm,611,Massachusetts,3
Aurora,American elm,611,Michigan,129
Aurora,American elm,611,Missouri,298
Aurora,American elm,611,New Mexico,37
Aurora,American elm,611,New York,8341
Aurora,American elm,611,North Carolina,378
Aurora,American elm,611,Ohio,273
Aurora,American elm,611,Pennsylvania,799
Aurora,American elm,611,Texas,2789
Aurora,American elm,611,Virginia,4
Aurora,American elm,611,Wisconsin,417
Austin,American elm,232,California,1149
Austin,American elm,232,Colorado,5565
Austin,American elm,232,District of Columbia,5795
Austin,American elm,232,Florida,62
Austin,American elm,232,Iowa,72
Austin,American elm,232,Kansas,181
Austin,American elm,232,Kentucky,461
Austin,American elm,232,Louisiana,1
Austin,American elm,232,Maryland,1588
Austin,American elm,232,Massachusetts,3
Austin,American elm,232,Michigan,129
Austin,American elm,232,Missouri,298
Austin,American elm,232,New Mexico,37
Austin,American elm,232,New York,8341
Austin,American elm,232,North Carolina,378
Austin,American elm,232,Ohio,273
Austin,American elm,232,Pennsylvania,799
Austin,American elm,232,Texas,2789
Austin,American elm,232,Virginia,4
Austin,American elm,232,Wisconsin,417
Baltimore,American elm,1588,California,1149
Baltimore,American elm,1588,Colorado,5565
Baltimore,American elm,1588,District of Columbia,5795
Baltimore,American elm,1588,Florida,62
Baltimore,American elm,1588,Iowa,72
Baltimore,American elm,1588,Kansas,181
Baltimore,American elm,1588,Kentucky,461
Baltimore,American elm,1588,Louisiana,1
Baltimore,American elm,1588,Maryland,1588
Baltimore,American elm,1588,Massachusetts,3
Baltimore,American elm,1588,Michigan,129
Baltimore,American elm,1588,Missouri,298
Baltimore,American elm,1588,New Mexico,37
Baltimore,American elm,1588,New York,8341
Baltimore,American elm,1588,North Carolina,378
Baltimore,American elm,1588,Ohio,273
Baltimore,American elm,1588,Pennsylvania,799
Baltimore,American elm,1588,Texas,2789
Baltimore,American elm,1588,Virginia,4
Baltimore,American elm,1588,Wisconsin,417
Baxter,American elm,1,California,1149
Baxter,American elm,1,Colorado,5565
Baxter,American elm,1,District of Columbia,5795
Baxter,American elm,1,Florida,62
Baxter,American elm,1,Iowa,72
Baxter,American elm,1,Kansas,181
Baxter,American elm,1,Kentucky,461
Baxter,American elm,1,Louisiana,1
Baxter,American elm,1,Maryland,1588
Baxter,American elm,1,Massachusetts,3
Baxter,American elm,1,Michigan,129
Baxter,American elm,1,Missouri,298
Baxter,American elm,1,New Mexico,37
Baxter,American elm,1,New York,8341
Baxter,American elm,1,North Carolina,378
Baxter,American elm,1,Ohio,273
Baxter,American elm,1,Pennsylvania,799
Baxter,American elm,1,Texas,2789
Baxter,American elm,1,Virginia,4
Baxter,American elm,1,Wisconsin,417
Boston,American elm,3,California,1149
Boston,American elm,3,Colorado,5565
Boston,American elm,3,District of Columbia,5795
Boston,American elm,3,Florida,62
Boston,American elm,3,Iowa,72
Boston,American elm,3,Kansas,181
Boston,American elm,3,Kentucky,461
Boston,American elm,3,Louisiana,1
Boston,American elm,3,Maryland,1588
Boston,American elm,3,Massachusetts,3
Boston,American elm,3,Michigan,129
Boston,American elm,3,Missouri,298
Boston,American elm,3,New Mexico,37
Boston,American elm,3,New York,8341
Boston,American elm,3,North Carolina,378
Boston,American elm,3,Ohio,273
Boston,American elm,3,Pennsylvania,799
Boston,American elm,3,Texas,2789
Boston,American elm,3,Virginia,4
Boston,American elm,3,Wisconsin,417
Bouton,American elm,2,California,1149
Bouton,American elm,2,Colorado,5565
Bouton,American elm,2,District of Columbia,5795
Bouton,American elm,2,Florida,62
Bouton,American elm,2,Iowa,72
Bouton,American elm,2,Kansas,181
Bouton,American elm,2,Kentucky,461
Bouton,American elm,2,Louisiana,1
Bouton,American elm,2,Maryland,1588
Bouton,American elm,2,Massachusetts,3
Bouton,American elm,2,Michigan,129
Bouton,American elm,2,Missouri,298
Bouton,American elm,2,New Mexico,37
Bouton,American elm,2,New York,8341
Bouton,American elm,2,North Carolina,378
Bouton,American elm,2,Ohio,273
Bouton,American elm,2,Pennsylvania,799
Bouton,American elm,2,Texas,2789
Bouton,American elm,2,Virginia,4
Bouton,American elm,2,Wisconsin,417
Buffalo,American elm,330,California,1149
Buffalo,American elm,330,Colorado,5565
Buffalo,American elm,330,District of Columbia,5795
Buffalo,American elm,330,Florida,62
Buffalo,American elm,330,Iowa,72
Buffalo,American elm,330,Kansas,181
Buffalo,American elm,330,Kentucky,461
Buffalo,American elm,330,Louisiana,1
Buffalo,American elm,330,Maryland,1588
Buffalo,American elm,330,Massachusetts,3
Buffalo,American elm,330,Michigan,129
Buffalo,American elm,330,Missouri,298
Buffalo,American elm,330,New Mexico,37
Buffalo,American elm,330,New York,8341
Buffalo,American elm,330,North Carolina,378
Buffalo,American elm,330,Ohio,273
Buffalo,American elm,330,Pennsylvania,799
Buffalo,American elm,330,Texas,2789
Buffalo,American elm,330,Virginia,4
Buffalo,American elm,330,Wisconsin,417
Carlisle,American elm,7,California,1149
Carlisle,American elm,7,Colorado,5565
Carlisle,American elm,7,District of Columbia,5795
Carlisle,American elm,7,Florida,62
Carlisle,American elm,7,Iowa,72
Carlisle,American elm,7,Kansas,181
Carlisle,American elm,7,Kentucky,461
Carlisle,American elm,7,Louisiana,1
Carlisle,American elm,7,Maryland,1588
Carlisle,American elm,7,Massachusetts,3
Carlisle,American elm,7,Michigan,129
Carlisle,American elm,7,Missouri,298
Carlisle,American elm,7,New Mexico,37
Carlisle,American elm,7,New York,8341
Carlisle,American elm,7,North Carolina,378
Carlisle,American elm,7,Ohio,273
Carlisle,American elm,7,Pennsylvania,799
Carlisle,American elm,7,Texas,2789
Carlisle,American elm,7,Virginia,4
Carlisle,American elm,7,Wisconsin,417
Colorado Springs,American elm,679,California,1149
Colorado Springs,American elm,679,Colorado,5565
Colorado Springs,American elm,679,District of Columbia,5795
Colorado Springs,American elm,679,Florida,62
Colorado Springs,American elm,679,Iowa,72
Colorado Springs,American elm,679,Kansas,181
Colorado Springs,American elm,679,Kentucky,461
Colorado Springs,American elm,679,Louisiana,1
Colorado Springs,American elm,679,Maryland,1588
Colorado Springs,American elm,679,Massachusetts,3
Colorado Springs,American elm,679,Michigan,129
Colorado Springs,American elm,679,Missouri,298
Colorado Springs,American elm,679,New Mexico,37
Colorado Springs,American elm,679,New York,8341
Colorado Springs,American elm,679,North Carolina,378
Colorado Springs,American elm,679,Ohio,273
Colorado Springs,American elm,679,Pennsylvania,799
Colorado Springs,American elm,679,Texas,2789
Colorado Springs,American elm,679,Virginia,4
Colorado Springs,American elm,679,Wisconsin,417
Columbus,American elm,273,California,1149
Columbus,American elm,273,Colorado,5565
Columbus,American elm,273,District of Columbia,5795
Columbus,American elm,273,Florida,62
Columbus,American elm,273,Iowa,72
Columbus,American elm,273,Kansas,181
Columbus,American elm,273,Kentucky,461
Columbus,American elm,273,Louisiana,1
Columbus,American elm,273,Maryland,1588
Columbus,American elm,273,Massachusetts,3
Columbus,American elm,273,Michigan,129
Columbus,American elm,273,Missouri,298
Columbus,American elm,273,New Mexico,37
Columbus,American elm,273,New York,8341
Columbus,American elm,273,North Carolina,378
Columbus,American elm,273,Ohio,273
Columbus,American elm,273,Pennsylvania,799
Columbus,American elm,273,Texas,2789
Columbus,American elm,273,Virginia,4
Columbus,American elm,273,Wisconsin,417
Coon Rapids,American elm,2,California,1149
Coon Rapids,American elm,2,Colorado,5565
Coon Rapids,American elm,2,District of Columbia,5795
Coon Rapids,American elm,2,Florida,62
Coon Rapids,American elm,2,Iowa,72
Coon Rapids,American elm,2,Kansas,181
Coon Rapids,American elm,2,Kentucky,461
Coon Rapids,American elm,2,Louisiana,1
Coon Rapids,American elm,2,Maryland,1588
Coon Rapids,American elm,2,Massachusetts,3
Coon Rapids,American elm,2,Michigan,129
Coon Rapids,American elm,2,Missouri,298
Coon Rapids,American elm,2,New Mexico,37
Coon Rapids,American elm,2,New York,8341
Coon Rapids,American elm,2,North Carolina,378
Coon Rapids,American elm,2,Ohio,273
Coon Rapids,American elm,2,Pennsylvania,799
Coon Rapids,American elm,2,Texas,2789
Coon Rapids,American elm,2,Virginia,4
Coon Rapids,American elm,2,Wisconsin,417
Dallas,American elm,1,California,1149
Dallas,American elm,1,Colorado,5565
Dallas,American elm,1,District of Columbia,5795
Dallas,American elm,1,Florida,62
Dallas,American elm,1,Iowa,72
Dallas,American elm,1,Kansas,181
Dallas,American elm,1,Kentucky,461
Dallas,American elm,1,Louisiana,1
Dallas,American elm,1,Maryland,1588
Dallas,American elm,1,Massachusetts,3
Dallas,American elm,1,Michigan,129
Dallas,American elm,1,Missouri,298
Dallas,American elm,1,New Mexico,37
Dallas,American elm,1,New York,8341
Dallas,American elm,1,North Carolina,378
Dallas,American elm,1,Ohio,273
Dallas,American elm,1,Pennsylvania,799
Dallas,American elm,1,Texas,2789
Dallas,American elm,1,Virginia,4
Dallas,American elm,1,Wisconsin,417
Dallas Center,American elm,4,California,1149
Dallas Center,American elm,4,Colorado,5565
Dallas Center,American elm,4,District of Columbia,5795
Dallas Center,American elm,4,Florida,62
Dallas Center,American elm,4,Iowa,72
Dallas Center,American elm,4,Kansas,181
Dallas Center,American elm,4,Kentucky,461
Dallas Center,American elm,4,Louisiana,1
Dallas Center,American elm,4,Maryland,1588
Dallas Center,American elm,4,Massachusetts,3
Dallas Center,American elm,4,Michigan,129
Dallas Center,American elm,4,Missouri,298
Dallas Center,American elm,4,New Mexico,37
Dallas Center,American elm,4,New York,8341
Dallas Center,American elm,4,North Carolina,378
Dallas Center,American elm,4,Ohio,273
Dallas Center,American elm,4,Pennsylvania,799
Dallas Center,American elm,4,Texas,2789
Dallas Center,American elm,4,Virginia,4
Dallas Center,American elm,4,Wisconsin,417
De Soto,American elm,3,California,1149
De Soto,American elm,3,Colorado,5565
De Soto,American elm,3,District of Columbia,5795
De Soto,American elm,3,Florida,62
De Soto,American elm,3,Iowa,72
De Soto,American elm,3,Kansas,181
De Soto,American elm,3,Kentucky,461
De Soto,American elm,3,Louisiana,1
De Soto,American elm,3,Maryland,1588
De Soto,American elm,3,Massachusetts,3
De Soto,American elm,3,Michigan,129
De Soto,American elm,3,Missouri,298
De Soto,American elm,3,New Mexico,37
De Soto,American elm,3,New York,8341
De Soto,American elm,3,North Carolina,378
De Soto,American elm,3,Ohio,273
De Soto,American elm,3,Pennsylvania,799
De Soto,American elm,3,Texas,2789
De Soto,American elm,3,Virginia,4
De Soto,American elm,3,Wisconsin,417
Denver,American elm,4275,California,1149
Denver,American elm,4275,Colorado,5565
Denver,American elm,4275,District of Columbia,5795
Denver,American elm,4275,Florida,62
Denver,American elm,4275,Iowa,72
Denver,American elm,4275,Kansas,181
Denver,American elm,4275,Kentucky,461
Denver,American elm,4275,Louisiana,1
Denver,American elm,4275,Maryland,1588
Denver,American elm,4275,Massachusetts,3
Denver,American elm,4275,Michigan,129
Denver,American elm,4275,Missouri,298
Denver,American elm,4275,New Mexico,37
Denver,American elm,4275,New York,8341
Denver,American elm,4275,North Carolina,378
Denver,American elm,4275,Ohio,273
Denver,American elm,4275,Pennsylvania,799
Denver,American elm,4275,Texas,2789
Denver,American elm,4275,Virginia,4
Denver,American elm,4275,Wisconsin,417
Des Moines,American elm,4,California,1149
Des Moines,American elm,4,Colorado,5565
Des Moines,American elm,4,District of Columbia,5795
Des Moines,American elm,4,Florida,62
Des Moines,American elm,4,Iowa,72
Des Moines,American elm,4,Kansas,181
Des Moines,American elm,4,Kentucky,461
Des Moines,American elm,4,Louisiana,1
Des Moines,American elm,4,Maryland,1588
Des Moines,American elm,4,Massachusetts,3
Des Moines,American elm,4,Michigan,129
Des Moines,American elm,4,Missouri,298
Des Moines,American elm,4,New Mexico,37
Des Moines,American elm,4,New York,8341
Des Moines,American elm,4,North Carolina,378
Des Moines,American elm,4,Ohio,273
Des Moines,American elm,4,Pennsylvania,799
Des Moines,American elm,4,Texas,2789
Des Moines,American elm,4,Virginia,4
Des Moines,American elm,4,Wisconsin,417
Detroit,American elm,128,California,1149
Detroit,American elm,128,Colorado,5565
Detroit,American elm,128,District of Columbia,5795
Detroit,American elm,128,Florida,62
Detroit,American elm,128,Iowa,72
Detroit,American elm,128,Kansas,181
Detroit,American elm,128,Kentucky,461
Detroit,American elm,128,Louisiana,1
Detroit,American elm,128,Maryland,1588
Detroit,American elm,128,Massachusetts,3
Detroit,American elm,128,Michigan,129
Detroit,American elm,128,Missouri,298
Detroit,American elm,128,New Mexico,37
Detroit,American elm,128,New York,8341
Detroit,American elm,128,North Carolina,378
Detroit,American elm,128,Ohio,273
Detroit,American elm,128,Pennsylvania,799
Detroit,American elm,128,Texas,2789
Detroit,American elm,128,Virginia,4
Detroit,American elm,128,Wisconsin,417
Durham,American elm,375,California,1149
Durham,American elm,375,Colorado,5565
Durham,American elm,375,District of Columbia,5795
Durham,American elm,375,Florida,62
Durham,American elm,375,Iowa,72
Durham,American elm,375,Kansas,181
Durham,American elm,375,Kentucky,461
Durham,American elm,375,Louisiana,1
Durham,American elm,375,Maryland,1588
Durham,American elm,375,Massachusetts,3
Durham,American elm,375,Michigan,129
Durham,American elm,375,Missouri,298
Durham,American elm,375,New Mexico,37
Durham,American elm,375,New York,8341
Durham,American elm,375,North Carolina,378
Durham,American elm,375,Ohio,273
Durham,American elm,375,Pennsylvania,799
Durham,American elm,375,Texas,2789
Durham,American elm,375,Virginia,4
Durham,American elm,375,Wisconsin,417
Earlham,American elm,2,California,1149
Earlham,American elm,2,Colorado,5565
Earlham,American elm,2,District of Columbia,5795
Earlham,American elm,2,Florida,62
Earlham,American elm,2,Iowa,72
Earlham,American elm,2,Kansas,181
Earlham,American elm,2,Kentucky,461
Earlham,American elm,2,Louisiana,1
Earlham,American elm,2,Maryland,1588
Earlham,American elm,2,Massachusetts,3
Earlham,American elm,2,Michigan,129
Earlham,American elm,2,Missouri,298
Earlham,American elm,2,New Mexico,37
Earlham,American elm,2,New York,8341
Earlham,American elm,2,North Carolina,378
Earlham,American elm,2,Ohio,273
Earlham,American elm,2,Pennsylvania,799
Earlham,American elm,2,Texas,2789
Earlham,American elm,2,Virginia,4
Earlham,American elm,2,Wisconsin,417
Franklin,American elm,2,California,1149
Franklin,American elm,2,Colorado,5565
Franklin,American elm,2,District of Columbia,5795
Franklin,American elm,2,Florida,62
Franklin,American elm,2,Iowa,72
Franklin,American elm,2,Kansas,181
Franklin,American elm,2,Kentucky,461
Franklin,American elm,2,Louisiana,1
Franklin,American elm,2,Maryland,1588
Franklin,American elm,2,Massachusetts,3
Franklin,American elm,2,Michigan,129
Franklin,American elm,2,Missouri,298
Franklin,American elm,2,New Mexico,37
Franklin,American elm,2,New York,8341
Franklin,American elm,2,North Carolina,378
Franklin,American elm,2,Ohio,273
Franklin,American elm,2,Pennsylvania,799
Franklin,American elm,2,Texas,2789
Franklin,American elm,2,Virginia,4
Franklin,American elm,2,Wisconsin,417
Glendale,American elm,4,California,1149
